drink,price,timestamp
lemonade,3.0,2025-09-21T00:00:00.000000
water,2.0,2025-09-15T00:00:00.000000
water,2.0,2025-08-20T00:00:00.000000
lemonade,3.0,2025-08-01T00:00:00.000000
lemonade,3.0,2025-08-27T00:00:00.000000
cappuccino,3.5,2025-08-15T00:00:00.000000
cappuccino,3.5,2025-08-30T00:00:00.000000
cappuccino,3.5,2025-09-11T00:00:00.000000
water,2.0,2025-09-01T00:00:00.000000
espresso,3.0,2025-09-02T00:00:00.000000
espresso,3.0,2025-08-27T00:00:00.000000
tea,2.5,2025-08-31T00:00:00.000000
water,2.0,2025-08-30T00:00:00.000000
lemonade,3.0,2025-08-10T00:00:00.000000
tea,2.5,2025-08-13T00:00:00.000000
lemonade,3.0,2025-09-02T00:00:00.000000
water,2.0,2025-09-25T00:00:00.000000
cappuccino,3.5,2025-08-18T00:00:00.000000
tea,2.5,2025-08-22T00:00:00.000000
lemonade,3.0,2025-08-18T00:00:00.000000
cappuccino,3.5,2025-08-19T00:00:00.000000
espresso,3.0,2025-09-23T00:00:00.000000
lemonade,3.0,2025-09-07T00:00:00.000000
tea,2.5,2025-09-25T00:00:00.000000
water,2.0,2025-08-29T00:00:00.000000
lemonade,3.0,2025-08-31T00:00:00.000000
espresso,3.0,2025-08-22T00:00:00.000000
lemonade,3.0,2025-09-18T00:00:00.000000
lemonade,3.0,2025-08-25T00:00:00.000000
tea,2.5,2025-09-29T00:00:00.000000
espresso,3.0,2025-09-25T00:00:00.000000
water,2.0,2025-09-14T00:00:00.000000
water,2.0,2025-09-06T00:00:00.000000
tea,2.5,2025-08-15T00:00:00.000000
tea,2.5,2025-08-03T00:00:00.000000
espresso,3.0,2025-09-17T00:00:00.000000
tea,2.5,2025-09-15T00:00:00.000000
tea,2.5,2025-08-25T00:00:00.000000
water,2.0,2025-09-01T00:00:00.000000
cappuccino,3.5,2025-08-09T00:00:00.000000
lemonade,3.0,2025-09-07T00:00:00.000000
espresso,3.0,2025-09-25T00:00:00.000000
cappuccino,3.5,2025-09-25T00:00:00.000000
tea,2.5,2025-08-07T00:00:00.000000
lemonade,3.0,2025-09-28T00:00:00.000000
tea,2.5,2025-08-01T00:00:00.000000
water,2.0,2025-08-27T00:00:00.000000
water,2.0,2025-08-05T00:00:00.000000
tea,2.5,2025-09-20T00:00:00.000000
espresso,3.0,2025-08-22T00:00:00.000000
lemonade,3.0,2025-09-14T00:00:00.000000
tea,2.5,2025-09-11T00:00:00.000000
cappuccino,3.5,2025-09-24T00:00:00.000000
espresso,3.0,2025-09-24T00:00:00.000000
lemonade,3.0,2025-08-25T00:00:00.000000
espresso,3.0,2025-09-10T00:00:00.000000
tea,2.5,2025-09-25T00:00:00.000000
lemonade,3.0,2025-08-03T00:00:00.000000
lemonade,3.0,2025-08-05T00:00:00.000000
water,2.0,2025-09-10T00:00:00.000000
espresso,3.0,2025-08-15T00:00:00.000000
cappuccino,3.5,2025-08-28T00:00:00.000000
cappuccino,3.5,2025-09-18T00:00:00.000000
cappuccino,3.5,2025-08-29T00:00:00.000000
water,2.0,2025-09-14T00:00:00.000000
espresso,3.0,2025-09-27T00:00:00.000000
cappuccino,3.5,2025-08-03T00:00:00.000000
espresso,3.0,2025-09-20T00:00:00.000000
cappuccino,3.5,2025-08-19T00:00:00.000000
espresso,3.0,2025-08-24T00:00:00.000000
tea,2.5,2025-08-10T00:00:00.000000
water,2.0,2025-09-03T00:00:00.000000
tea,2.5,2025-09-06T00:00:00.000000
water,2.0,2025-08-11T00:00:00.000000
water,2.0,2025-08-06T00:00:00.000000
lemonade,3.0,2025-09-25T00:00:00.000000
tea,2.5,2025-09-09T00:00:00.000000
water,2.0,2025-09-01T00:00:00.000000
lemonade,3.0,2025-08-10T00:00:00.000000
water,2.0,2025-08-30T00:00:00.000000
espresso,3.0,2025-08-30T00:00:00.000000
espresso,3.0,2025-09-12T00:00:00.000000
cappuccino,3.5,2025-09-27T00:00:00.000000
tea,2.5,2025-09-27T00:00:00.000000
espresso,3.0,2025-09-13T00:00:00.000000
lemonade,3.0,2025-08-11T00:00:00.000000
cappuccino,3.5,2025-08-29T00:00:00.000000
espresso,3.0,2025-09-07T00:00:00.000000
espresso,3.0,2025-09-10T00:00:00.000000
tea,2.5,2025-09-14T00:00:00.000000
espresso,3.0,2025-08-30T00:00:00.000000
espresso,3.0,2025-08-13T00:00:00.000000
tea,2.5,2025-09-24T00:00:00.000000
tea,2.5,2025-08-07T00:00:00.000000
water,2.0,2025-08-25T00:00:00.000000
lemonade,3.0,2025-08-23T00:00:00.000000
lemonade,3.0,2025-08-19T00:00:00.000000
espresso,3.0,2025-08-02T00:00:00.000000
tea,2.5,2025-08-18T00:00:00.000000
cappuccino,3.5,2025-09-06T00:00:00.000000
cappuccino,3.5,2025-09-28T00:00:00.000000
lemonade,3.0,2025-09-17T00:00:00.000000
tea,2.5,2025-09-23T00:00:00.000000
espresso,3.0,2025-09-19T00:00:00.000000
water,2.0,2025-09-08T00:00:00.000000
espresso,3.0,2025-08-15T00:00:00.000000
water,2.0,2025-09-09T00:00:00.000000
espresso,3.0,2025-09-13T00:00:00.000000
water,2.0,2025-09-10T00:00:00.000000
cappuccino,3.5,2025-09-27T00:00:00.000000
cappuccino,3.5,2025-08-20T00:00:00.000000
tea,2.5,2025-08-03T00:00:00.000000
lemonade,3.0,2025-08-24T00:00:00.000000
water,2.0,2025-08-06T00:00:00.000000
espresso,3.0,2025-08-21T00:00:00.000000
tea,2.5,2025-08-12T00:00:00.000000
water,2.0,2025-08-09T00:00:00.000000
lemonade,3.0,2025-09-26T00:00:00.000000
espresso,3.0,2025-09-03T00:00:00.000000
lemonade,3.0,2025-09-28T00:00:00.000000
espresso,3.0,2025-09-23T00:00:00.000000
water,2.0,2025-08-17T00:00:00.000000
tea,2.5,2025-09-21T00:00:00.000000
espresso,3.0,2025-09-17T00:00:00.000000
espresso,3.0,2025-09-21T00:00:00.000000
cappuccino,3.5,2025-08-30T00:00:00.000000
cappuccino,3.5,2025-08-10T00:00:00.000000
water,2.0,2025-09-25T00:00:00.000000
tea,2.5,2025-09-24T00:00:00.000000
lemonade,3.0,2025-08-24T00:00:00.000000
cappuccino,3.5,2025-09-20T00:00:00.000000
tea,2.5,2025-08-01T00:00:00.000000
espresso,3.0,2025-09-04T00:00:00.000000
cappuccino,3.5,2025-08-30T00:00:00.000000
espresso,3.0,2025-09-13T00:00:00.000000
espresso,3.0,2025-09-07T00:00:00.000000
tea,2.5,2025-09-22T00:00:00.000000
espresso,3.0,2025-08-07T00:00:00.000000
water,2.0,2025-08-31T00:00:00.000000
cappuccino,3.5,2025-09-09T00:00:00.000000
lemonade,3.0,2025-08-21T00:00:00.000000
lemonade,3.0,2025-08-15T00:00:00.000000
cappuccino,3.5,2025-09-10T00:00:00.000000
tea,2.5,2025-09-28T00:00:00.000000
espresso,3.0,2025-09-11T00:00:00.000000
tea,2.5,2025-08-08T00:00:00.000000
water,2.0,2025-08-03T00:00:00.000000
cappuccino,3.5,2025-08-20T00:00:00.000000
tea,2.5,2025-08-08T00:00:00.000000
cappuccino,3.5,2025-08-16T00:00:00.000000
lemonade,3.0,2025-08-09T00:00:00.000000
tea,2.5,2025-08-30T00:00:00.000000
espresso,3.0,2025-09-12T00:00:00.000000
lemonade,3.0,2025-08-27T00:00:00.000000
lemonade,3.0,2025-09-17T00:00:00.000000
water,2.0,2025-09-26T00:00:00.000000
tea,2.5,2025-09-11T00:00:00.000000
cappuccino,3.5,2025-09-23T00:00:00.000000
tea,2.5,2025-09-09T00:00:00.000000
tea,2.5,2025-09-30T00:00:00.000000
espresso,3.0,2025-08-03T00:00:00.000000
espresso,3.0,2025-08-14T00:00:00.000000
tea,2.5,2025-08-29T00:00:00.000000
water,2.0,2025-09-24T00:00:00.000000
espresso,3.0,2025-08-07T00:00:00.000000
espresso,3.0,2025-09-04T00:00:00.000000
espresso,3.0,2025-08-04T00:00:00.000000
tea,2.5,2025-08-18T00:00:00.000000
water,2.0,2025-08-08T00:00:00.000000
tea,2.5,2025-08-06T00:00:00.000000
water,2.0,2025-09-11T00:00:00.000000
lemonade,3.0,2025-08-02T00:00:00.000000
cappuccino,3.5,2025-09-20T00:00:00.000000
espresso,3.0,2025-08-16T00:00:00.000000
water,2.0,2025-09-20T00:00:00.000000
lemonade,3.0,2025-08-14T00:00:00.000000
cappuccino,3.5,2025-09-23T00:00:00.000000
lemonade,3.0,2025-08-14T00:00:00.000000
lemonade,3.0,2025-08-14T00:00:00.000000
water,2.0,2025-08-22T00:00:00.000000
water,2.0,2025-09-20T00:00:00.000000
lemonade,3.0,2025-08-01T00:00:00.000000
espresso,3.0,2025-09-24T00:00:00.000000
water,2.0,2025-08-09T00:00:00.000000
lemonade,3.0,2025-08-17T00:00:00.000000
water,2.0,2025-08-08T00:00:00.000000
cappuccino,3.5,2025-08-09T00:00:00.000000
cappuccino,3.5,2025-08-23T00:00:00.000000
water,2.0,2025-09-07T00:00:00.000000
espresso,3.0,2025-08-02T00:00:00.000000
water,2.0,2025-08-17T00:00:00.000000
cappuccino,3.5,2025-08-09T00:00:00.000000
tea,2.5,2025-09-03T00:00:00.000000
cappuccino,3.5,2025-09-17T00:00:00.000000
cappuccino,3.5,2025-08-31T00:00:00.000000
tea,2.5,2025-09-19T00:00:00.000000
espresso,3.0,2025-09-02T00:00:00.000000
lemonade,3.0,2025-08-07T00:00:00.000000
tea,2.5,2025-09-02T00:00:00.000000
water,2.0,2025-09-30T00:00:00.000000
lemonade,3.0,2025-08-03T00:00:00.000000
lemonade,3.0,2025-08-20T00:00:00.000000
tea,2.5,2025-09-11T00:00:00.000000
cappuccino,3.5,2025-08-04T00:00:00.000000
tea,2.5,2025-09-24T00:00:00.000000
tea,2.5,2025-08-28T00:00:00.000000
cappuccino,3.5,2025-09-01T00:00:00.000000
tea,2.5,2025-08-05T00:00:00.000000
cappuccino,3.5,2025-08-21T00:00:00.000000
lemonade,3.0,2025-08-10T00:00:00.000000
cappuccino,3.5,2025-08-09T00:00:00.000000
espresso,3.0,2025-09-09T00:00:00.000000
lemonade,3.0,2025-09-05T00:00:00.000000
espresso,3.0,2025-08-25T00:00:00.000000
lemonade,3.0,2025-09-03T00:00:00.000000
espresso,3.0,2025-08-30T00:00:00.000000
lemonade,3.0,2025-09-08T00:00:00.000000
tea,2.5,2025-08-07T00:00:00.000000
cappuccino,3.5,2025-09-24T00:00:00.000000
lemonade,3.0,2025-09-16T00:00:00.000000
water,2.0,2025-08-28T00:00:00.000000
tea,2.5,2025-09-26T00:00:00.000000
water,2.0,2025-08-27T00:00:00.000000
espresso,3.0,2025-09-22T00:00:00.000000
tea,2.5,2025-08-26T00:00:00.000000
tea,2.5,2025-09-16T00:00:00.000000
cappuccino,3.5,2025-08-21T00:00:00.000000
tea,2.5,2025-08-21T00:00:00.000000
espresso,3.0,2025-08-24T00:00:00.000000
water,2.0,2025-09-13T00:00:00.000000
tea,2.5,2025-08-05T00:00:00.000000
cappuccino,3.5,2025-09-23T00:00:00.000000
cappuccino,3.5,2025-08-06T00:00:00.000000
tea,2.5,2025-08-07T00:00:00.000000
espresso,3.0,2025-09-21T00:00:00.000000
water,2.0,2025-09-05T00:00:00.000000
cappuccino,3.5,2025-09-07T00:00:00.000000
lemonade,3.0,2025-09-05T00:00:00.000000
espresso,3.0,2025-09-12T00:00:00.000000
cappuccino,3.5,2025-08-27T00:00:00.000000
espresso,3.0,2025-09-25T00:00:00.000000
tea,2.5,2025-09-25T00:00:00.000000
cappuccino,3.5,2025-08-19T00:00:00.000000
lemonade,3.0,2025-08-20T00:00:00.000000
espresso,3.0,2025-08-07T00:00:00.000000
lemonade,3.0,2025-09-02T00:00:00.000000
water,2.0,2025-08-10T00:00:00.000000
tea,2.5,2025-08-15T00:00:00.000000
cappuccino,3.5,2025-08-23T00:00:00.000000
lemonade,3.0,2025-08-24T00:00:00.000000
cappuccino,3.5,2025-09-18T00:00:00.000000
espresso,3.0,2025-09-06T00:00:00.000000
water,2.0,2025-09-21T00:00:00.000000
tea,2.5,2025-09-24T00:00:00.000000
lemonade,3.0,2025-09-19T00:00:00.000000
lemonade,3.0,2025-09-09T00:00:00.000000
lemonade,3.0,2025-08-02T00:00:00.000000
lemonade,3.0,2025-09-29T00:00:00.000000
espresso,3.0,2025-08-02T00:00:00.000000
water,2.0,2025-08-18T00:00:00.000000
espresso,3.0,2025-09-28T00:00:00.000000
espresso,3.0,2025-08-23T00:00:00.000000
cappuccino,3.5,2025-08-12T00:00:00.000000
water,2.0,2025-09-06T00:00:00.000000
tea,2.5,2025-08-05T00:00:00.000000
water,2.0,2025-09-17T00:00:00.000000
cappuccino,3.5,2025-08-06T00:00:00.000000
lemonade,3.0,2025-08-14T00:00:00.000000
tea,2.5,2025-08-27T00:00:00.000000
tea,2.5,2025-08-22T00:00:00.000000
water,2.0,2025-08-24T00:00:00.000000
espresso,3.0,2025-09-16T00:00:00.000000
espresso,3.0,2025-09-19T00:00:00.000000
lemonade,3.0,2025-09-08T00:00:00.000000
cappuccino,3.5,2025-09-26T00:00:00.000000
cappuccino,3.5,2025-08-10T00:00:00.000000
water,2.0,2025-09-18T00:00:00.000000
lemonade,3.0,2025-08-04T00:00:00.000000
cappuccino,3.5,2025-08-18T00:00:00.000000
tea,2.5,2025-09-12T00:00:00.000000
tea,2.5,2025-09-01T00:00:00.000000
lemonade,3.0,2025-08-29T00:00:00.000000
tea,2.5,2025-08-18T00:00:00.000000
water,2.0,2025-09-18T00:00:00.000000
lemonade,3.0,2025-08-08T00:00:00.000000
espresso,3.0,2025-08-28T00:00:00.000000
cappuccino,3.5,2025-08-19T00:00:00.000000
lemonade,3.0,2025-09-01T00:00:00.000000
lemonade,3.0,2025-09-12T00:00:00.000000
espresso,3.0,2025-08-03T00:00:00.000000
water,2.0,2025-08-26T00:00:00.000000
lemonade,3.0,2025-08-04T00:00:00.000000
cappuccino,3.5,2025-08-14T00:00:00.000000
espresso,3.0,2025-09-30T00:00:00.000000
water,2.0,2025-09-19T00:00:00.000000
water,2.0,2025-09-18T00:00:00.000000
espresso,3.0,2025-08-19T00:00:00.000000
espresso,3.0,2025-08-08T00:00:00.000000
cappuccino,3.5,2025-09-01T00:00:00.000000
tea,2.5,2025-08-12T00:00:00.000000
water,2.0,2025-08-25T00:00:00.000000
lemonade,3.0,2025-09-15T00:00:00.000000
water,2.0,2025-09-02T00:00:00.000000
lemonade,3.0,2025-09-23T00:00:00.000000
espresso,3.0,2025-08-05T00:00:00.000000
tea,2.5,2025-09-25T00:00:00.000000
cappuccino,3.5,2025-08-28T00:00:00.000000
cappuccino,3.5,2025-08-30T00:00:00.000000
cappuccino,3.5,2025-09-25T00:00:00.000000
espresso,3.0,2025-09-06T00:00:00.000000
tea,2.5,2025-09-06T00:00:00.000000
tea,2.5,2025-09-15T00:00:00.000000
tea,2.5,2025-08-19T00:00:00.000000
cappuccino,3.5,2025-08-26T00:00:00.000000
cappuccino,3.5,2025-08-21T00:00:00.000000
water,2.0,2025-09-21T00:00:00.000000
lemonade,3.0,2025-08-30T00:00:00.000000
espresso,3.0,2025-08-06T00:00:00.000000
tea,2.5,2025-09-24T00:00:00.000000
cappuccino,3.5,2025-08-16T00:00:00.000000
tea,2.5,2025-09-07T00:00:00.000000
tea,2.5,2025-09-03T00:00:00.000000
cappuccino,3.5,2025-08-26T00:00:00.000000
espresso,3.0,2025-09-17T00:00:00.000000
espresso,3.0,2025-08-15T00:00:00.000000
espresso,3.0,2025-09-19T00:00:00.000000
water,2.0,2025-08-05T00:00:00.000000
lemonade,3.0,2025-09-10T00:00:00.000000
cappuccino,3.5,2025-09-03T00:00:00.000000
lemonade,3.0,2025-08-13T00:00:00.000000
espresso,3.0,2025-08-23T00:00:00.000000
water,2.0,2025-08-16T00:00:00.000000
cappuccino,3.5,2025-08-10T00:00:00.000000
espresso,3.0,2025-08-13T00:00:00.000000
water,2.0,2025-09-08T00:00:00.000000
water,2.0,2025-09-18T00:00:00.000000
cappuccino,3.5,2025-08-12T00:00:00.000000
tea,2.5,2025-08-30T00:00:00.000000
lemonade,3.0,2025-09-18T00:00:00.000000
lemonade,3.0,2025-08-29T00:00:00.000000
lemonade,3.0,2025-09-11T00:00:00.000000
lemonade,3.0,2025-08-21T00:00:00.000000
espresso,3.0,2025-08-10T00:00:00.000000
tea,2.5,2025-08-05T00:00:00.000000
tea,2.5,2025-08-29T00:00:00.000000
espresso,3.0,2025-09-20T00:00:00.000000
espresso,3.0,2025-09-07T00:00:00.000000
cappuccino,3.5,2025-08-23T00:00:00.000000
lemonade,3.0,2025-08-05T00:00:00.000000
espresso,3.0,2025-08-30T00:00:00.000000
tea,2.5,2025-08-03T00:00:00.000000
cappuccino,3.5,2025-08-24T00:00:00.000000
espresso,3.0,2025-08-05T00:00:00.000000
cappuccino,3.5,2025-09-09T00:00:00.000000
lemonade,3.0,2025-09-02T00:00:00.000000
tea,2.5,2025-08-30T00:00:00.000000
lemonade,3.0,2025-09-05T00:00:00.000000
cappuccino,3.5,2025-08-29T00:00:00.000000
lemonade,3.0,2025-09-11T00:00:00.000000
water,2.0,2025-08-21T00:00:00.000000
lemonade,3.0,2025-08-31T00:00:00.000000
lemonade,3.0,2025-08-10T00:00:00.000000
cappuccino,3.5,2025-08-29T00:00:00.000000
cappuccino,3.5,2025-09-21T00:00:00.000000
espresso,3.0,2025-09-15T00:00:00.000000
cappuccino,3.5,2025-09-02T00:00:00.000000
water,2.0,2025-08-03T00:00:00.000000
water,2.0,2025-09-15T00:00:00.000000
tea,2.5,2025-08-29T00:00:00.000000
lemonade,3.0,2025-09-03T00:00:00.000000
lemonade,3.0,2025-08-11T00:00:00.000000
espresso,3.0,2025-08-24T00:00:00.000000
espresso,3.0,2025-08-25T00:00:00.000000
tea,2.5,2025-09-19T00:00:00.000000
espresso,3.0,2025-09-13T00:00:00.000000
lemonade,3.0,2025-08-04T00:00:00.000000
espresso,3.0,2025-08-05T00:00:00.000000
espresso,3.0,2025-08-07T00:00:00.000000
lemonade,3.0,2025-09-13T00:00:00.000000
tea,2.5,2025-08-19T00:00:00.000000
espresso,3.0,2025-09-16T00:00:00.000000
lemonade,3.0,2025-09-25T00:00:00.000000
water,2.0,2025-08-22T00:00:00.000000
cappuccino,3.5,2025-09-07T00:00:00.000000
water,2.0,2025-09-28T00:00:00.000000
espresso,3.0,2025-08-20T00:00:00.000000
tea,2.5,2025-08-09T00:00:00.000000
lemonade,3.0,2025-09-15T00:00:00.000000
cappuccino,3.5,2025-08-20T00:00:00.000000
lemonade,3.0,2025-08-25T00:00:00.000000
espresso,3.0,2025-09-22T00:00:00.000000
water,2.0,2025-09-12T00:00:00.000000
lemonade,3.0,2025-08-06T00:00:00.000000
tea,2.5,2025-09-02T00:00:00.000000
espresso,3.0,2025-08-02T00:00:00.000000
espresso,3.0,2025-08-20T00:00:00.000000
water,2.0,2025-09-30T00:00:00.000000
water,2.0,2025-08-22T00:00:00.000000
tea,2.5,2025-08-13T00:00:00.000000
water,2.0,2025-08-09T00:00:00.000000
water,2.0,2025-08-05T00:00:00.000000
espresso,3.0,2025-09-24T00:00:00.000000
cappuccino,3.5,2025-09-02T00:00:00.000000
lemonade,3.0,2025-09-23T00:00:00.000000
lemonade,3.0,2025-08-03T00:00:00.000000
espresso,3.0,2025-09-26T00:00:00.000000
lemonade,3.0,2025-08-09T00:00:00.000000
lemonade,3.0,2025-08-25T00:00:00.000000
water,2.0,2025-08-11T00:00:00.000000
water,2.0,2025-09-23T00:00:00.000000
lemonade,3.0,2025-09-21T00:00:00.000000
water,2.0,2025-09-16T00:00:00.000000
tea,2.5,2025-08-03T00:00:00.000000
tea,2.5,2025-08-24T00:00:00.000000
water,2.0,2025-08-29T00:00:00.000000
lemonade,3.0,2025-08-19T00:00:00.000000
tea,2.5,2025-08-15T00:00:00.000000
lemonade,3.0,2025-08-16T00:00:00.000000
